Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Unnamed: 67
Morocco,MAR,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,10100.0,12900.0,12800.0,16800.0,17200.0,19500.0,24500.0,25200.0,25000.0,24400.0,14800.0,17200.0,8700.0,17800.0,13700.0,11600.0,12200.0,12600.0,13600.0,14100.0,27100.0,18600.0,25800.0,37400.0,34500.0,32700.0,32000.0,35100.0,40100.0,43900.0,44542.0,44262.0,37160.0,35937.0,41526.0,48651.0,55239.0,68847.0,61298.0,62037.0,75306.0,69940.912476723,61161.3007019091,68700.0,72345.0,75044.0,80085.0,86735.0,80154.0,91254.0,32519.0,50340.0,,
Monaco,MCO,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,5800.0,5800.0,5800.0,5800.0,9400.0,9400.0,12500.0,12500.0,12500.0,12500.0,12500.0,12500.0,12500.0,12500.0,12500.0,12500.0,12500.0,12500.0,12700.0,28900.0,31479.0,29905.0,14959.0,14024.0,12022.0,12249.0,14092.0,15170.0,13071.0,10351.0,10067.0,10603.0,11034.5454545454,10956.0,10928.727,10728.0,611.0,3.0,3.0,3.0,,,,
Moldova,MDA,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3400.0,3800.0,1600.0,3300.0,1100.0,3682.0,3866.0,3862.0,4333.0,4657.0,4392.0,4248.0,4654.0,4933.0,5047.0,6571.0,7147.0,6560.0,7500.0,8400.0,8739.0,9625.0,14116.0,13590.0,11899.0,2851.909,4934.0,,
Madagascar,MDG,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,17600.0,17600.0,16200.0,16000.0,16500.0,16600.0,20500.0,23100.0,24300.0,23900.0,24500.0,21000.0,15100.0,15000.0,16500.0,16200.0,15600.0,15700.0,16100.0,15300.0,17200.0,14300.0,15300.0,16900.0,16200.0,17800.0,17200.0,16800.0,18300.0,18600.0,20491.0,20129.0,9433.0,17202.0,18016.0,17911.0,14142.0,37310.0,11861.0,9566.0,11714.0,12332.7272727273,13267.0,9451.0,10385.0,8852.0,7230.0,7650.0,10170.0,10600.0,4225.333,2038.0,,
Maldives,MDV,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,300.0,500.0,600.0,700.0,700.0,800.0,500.0,500.0,500.0,500.0,800.0,900.0,700.0,700.0,700.0,800.0,800.0,800.0,800.0,2600.0,4000.0,4100.0,3300.0,6000.0,4400.0,5970.0,3286.0,3417.0,3520.0,4224.0,4520.0,5108.0,5006.0,5006.0,4971.0,,,,,26849.0,31472.0,33006.0,33904.0,26678.0,27199.0,9045.0,7647.367,,
Middle East & North Africa,MEA,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,157700.0,174900.0,184900.0,201500.0,232400.0,242100.0,284900.0,311300.0,341300.0,341700.0,353100.0,361800.0,357800.0,389900.0,394100.0,382900.0,389900.0,381200.0,406400.0,414200.0,415100.0,385000.0,441300.0,467800.0,491800.0,483000.0,519600.0,545200.0,535600.0,571700.0,613217.0,665244.0,621484.0,683657.0,701240.0,590992.0,648841.0,707006.0,680702.0,1003079.0,1267722.28423836,1292819.15016265,1353694.09193799,1427157.5,1501061.14161639,1561886.0,1691849.0,1780821.468,1812409.75353017,1844219.272,811860.46,1087594.114,,
Mexico,MEX,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,56500.0,49600.0,64800.0,91200.0,101600.0,112100.0,115300.0,111900.0,115200.0,129300.0,177100.0,151800.0,144800.0,202300.0,200700.0,204600.0,187100.0,189000.0,141400.0,152200.0,177300.0,189300.0,228400.0,246600.0,272100.0,225100.0,222700.0,264100.0,292100.0,328300.0,290412.0,292208.0,278456.0,287017.0,330441.0,331225.0,317856.0,309633.0,266244.0,222356.0,445796.033023162,386063.994109534,415279.822989187,435792.09,457921.907,508614.0,555984.0,567921.0,583408.0,605632.0,322333.0,445488.0,,
Marshall Islands,MHL,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500.0,2600.0,2800.0,3300.0,3300.0,5500.0,5500.0,8800.0,8300.0,4600.0,3900.0,3600.0,3700.0,2324.0,2744.0,3876.0,3911.0,3683.0,3083.0,3573.0,3508.0,3510.0,3480.0,,,,,,,,2218.0,2244.0,1967.0,1918.0,2478.0,,
Middle income,MIC,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,1369000.0,1474800.0,1561500.0,1548700.0,1599900.0,1703200.0,1800400.0,1827100.0,1922700.0,2070400.0,2211400.0,2244100.0,2283300.0,2389500.0,2444000.0,2444900.0,2533400.0,2528600.0,2676500.0,3630100.0,3739700.0,3813100.0,3929600.0,4072200.0,4065900.0,4121900.0,4068558.0,4449808.0,4392074.0,4350919.0,4983353.0,5274329.0,5763971.0,6342384.0,6472571.0,6880036.0,8656991.73241979,9346248.4176744,9890805.59007277,10579105.9083087,11443594.7617628,12127023.0,12849372.0,13655292.138,14532144.2865011,14821891.122,8423706.952,9476269.052,,
North Macedonia,MKD,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200.0,3400.0,3500.0,4900.0,3900.0,7600.0,6400.0,8047.0,4673.0,1964.0,2263.0,2398.0,2277.0,2368.0,2605.0,2813.0,1389.0,,,,,,,,,,,,,,
Mali,MLI,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,3600.0,2800.0,2700.0,2600.0,2600.0,2600.0,2900.0,3100.0,3100.0,3700.0,3800.0,3600.0,3800.0,3600.0,3400.0,3100.0,1700.0,100.0,,,,,1100.0,1300.0,1300.0,1300.0,1500.0,1500.0,1500.0,1500.0,1518.0,716.0,,,,,,,,,4656.0,5580.0,2753.0,360.0,0.0,,,,,,,,,
Malta,MLT,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,2400.0,1900.0,1500.0,1700.0,2100.0,2400.0,2400.0,2500.0,3400.0,3600.0,4300.0,4600.0,4800.0,4400.0,4000.0,4000.0,4500.0,4700.0,5300.0,6000.0,6600.0,6800.0,7500.0,9500.0,11300.0,12800.0,13600.0,13400.0,12700.0,14100.0,15394.0,15056.0,14594.0,14390.0,14356.0,14768.0,15359.0,16895.0,17334.0,18362.0,16828.0,14891.0,13845.0,14257.0,14022.0,13639.0,12305.0,12799.0,20903.0,19317.0,6289.09,5635.0,,
Myanmar,MMR,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,21700.0,22500.0,22900.0,23500.0,17900.0,17100.0,17200.0,17400.0,17400.0,18500.0,19400.0,19500.0,21500.0,22300.0,21700.0,22500.0,22500.0,22500.0,22600.0,13800.0,13800.0,13800.0,13800.0,13800.0,13800.0,14500.0,14500.0,14500.0,14700.0,11300.0,10329.0,9709.0,20624.0,20611.0,24729.0,26460.0,28700.0,29235.0,29514.0,28499.0,20485.0,32354.0,37798.8298164773,38028.0,49599.0,51652.0,65643.0,62480.0,64397.9644896858,64320.0,30407.914,20653.338,,
Middle East & North Africa (excluding high income),MNA,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,105400.0,112300.0,121700.0,139000.0,154700.0,165800.0,191100.0,197100.0,203000.0,189400.0,185000.0,184200.0,187400.0,213000.0,210200.0,199700.0,211900.0,208800.0,220900.0,225700.0,223400.0,211300.0,218800.0,224500.0,233400.0,229500.0,249200.0,277600.0,271000.0,271700.0,296322.0,356337.0,297723.0,340925.0,333384.0,360734.0,391697.0,412178.0,382907.0,419054.0,556612.177222359,530059.433902329,511465.28530907,556102.5,571311.141616393,510478.0,556552.0,624693.468,636327.753530167,637401.0,282665.37,380154.114,,
Montenegro,MNE,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2411.0,,4978.0,4974.0,5560.0,,,,,10064.0086862106,7707.0,7485.0,7164.0,6492.0,6864.0,6842.0,6436.0,6887.0,7192.0,,20.0,,
Mongolia,MNG,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9800.0,17900.0,10000.0,10000.0,10500.0,10500.0,4900.0,4900.0,2200.0,6200.0,5947.0,6264.0,7358.0,6702.0,5332.0,6169.0,6158.0,5592.0,4783.0,6528.0,7194.25844122874,9611.02826134262,4212.0,5705.56146973701,5219.0,6009.0,5277.0,7777.0,8310.0,3166.0,1435.0,,
Northern Mariana Islands,MNP,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,4600.0,8000.0,4300.0,5300.0,5500.0,6100.0,5400.0,5500.0,6200.0,4500.0,2500.0,2900.0,3300.0,4700.0,4900.0,5600.0,5100.0,4400.0,3700.0,3800.0,3200.0,3800.0,4600.0,5000.0,5900.0,6698.0,7257.0,7501.0,7662.0,8585.0,9768.0,10490.0,10791.0,10943.0,11260.0,13705.0,12957.0,13263.2514684884,19596.0,19763.5996807786,18924.0,15911.0,11955.0,10479.0,12178.0,6779.0,7583.0,,
Mauritania,MRT,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,5600.0,4800.0,4600.0,4000.0,3900.0,4200.0,4400.0,4700.0,4700.0,4800.0,4900.0,4800.0,4900.0,4900.0,4000.0,4100.0,4400.0,4100.0,4200.0,4200.0,3600.0,4300.0,4200.0,4400.0,4400.0,4600.0,4800.0,4900.0,4900.0,3600.0,3761.0,2230.0,1510.0,1612.0,1686.0,1720.0,1725.0,1833.0,1159.0,1114.0,6373.0,4235.0,3077.0,3984.0,4044.0,4277.0,4307.0,5331.0,4910.0,5566.0,2205.0,4104.0,,
Mauritius,MUS,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,300.0,300.0,300.0,300.0,400.0,400.0,400.0,1300.0,1400.0,4200.0,5300.0,5000.0,5100.0,5400.0,6000.0,6400.0,6500.0,5800.0,5900.0,6400.0,8400.0,7700.0,7700.0,8000.0,8200.0,8900.0,9400.0,11000.0,11000.0,10700.0,12162.0,12269.0,12720.0,12969.0,14791.0,14743.0,13692.0,12090.0,11742.0,11144.0,11750.0,12353.0,12258.0,12079.0,12131.0,12646.0,13614.0,14842.0,14940.0,14937.0,4319.0,2348.0,,
Malawi,MWI,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,3800.0,4400.0,4400.0,4300.0,4300.0,5000.0,3900.0,4900.0,4700.0,4200.0,3300.0,3500.0,4500.0,3700.0,6000.0,5700.0,4400.0,3000.0,1600.0,3500.0,3600.0,4000.0,3800.0,3300.0,3400.0,3500.0,3500.0,3600.0,3600.0,4400.0,4806.0,4708.0,4620.0,4940.0,5290.0,5446.0,5528.0,5888.0,4416.0,4376.0,3340.39012345679,3172.0,3201.16692164608,1644.0,1644.0,1687.0,1818.0,2327.0,2327.0,1354.0,367.394,405.023,,
Malaysia,MYS,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,27700.0,31300.0,38600.0,63400.0,70700.0,72800.0,73700.0,71000.0,71900.0,75100.0,88600.0,97800.0,95800.0,95100.0,95100.0,94700.0,94100.0,101400.0,109400.0,111900.0,130500.0,145800.0,164800.0,164500.0,175000.0,178200.0,188300.0,194100.0,174000.0,164800.0,169263.0,169840.0,189382.0,166716.0,170054.0,176152.0,163665.0,185052.0,176549.0,182002.0,302185.222466875,336401.0,343382.0,430334.457756879,443318.55,463740.0,447001.0,473610.67,474940.0,498878.0,167785.0,83981.767,,
North America,NAC,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,5404400.0,5291700.0,5276600.0,5407100.0,5022300.0,4939900.0,5043400.0,5143900.0,5206200.0,5399500.0,5344700.0,5011900.0,4916100.0,5136200.0,5549800.0,5905800.0,6449000.0,6731800.0,7009400.0,6892300.0,7195400.0,6881700.0,6836800.0,6671500.0,7503500.0,7965000.0,8337600.0,8253700.0,8142200.0,8831000.0,9784346.0,9517253.0,8302667.0,8825200.0,10554981.0,10988079.0,10781083.0,11004451.0,10254839.0,10380744.0,11329725.619256,11303511.6157971,11144558.1855771,11008795.3368634,10846743.0,10820701.0,11000033.0,11082914.0,11130969.0,11315014.0,6687141.0,8576845.076,,
Namibia,NAM,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8100.0,9400.0,6300.0,6300.0,6800.0,7200.0,7400.0,7500.0,5500.0,5161.0,5131.0,5080.0,6034.0,6137.0,6455.0,6513.0,6942.0,5450.0,5439.0,8836.0,9400.0,11711.0,8568.0,9197.0,10606.0,11759.0,13876.0,14543.0,1806.0,593.365,32.358,,
New Caledonia,NCL,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,2900.0,2900.0,2600.0,2700.0,2700.0,2700.0,2900.0,2800.0,2900.0,2900.0,3100.0,3000.0,2500.0,2500.0,2400.0,1100.0,2300.0,2200.0,2300.0,1100.0,500.0,1200.0,1100.0,1300.0,1300.0,1300.0,1500.0,1500.0,1500.0,1500.0,1518.0,716.0,,,,,,,,,0.0,0.0,1416.0,1044.0,407.0,469.0,471.0,471.0,,,,447.0,,
Nigeria,NGA,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,9400.0,11700.0,14500.0,16900.0,17200.0,19200.0,24900.0,30800.0,33500.0,35400.0,39100.0,37800.0,26700.0,28600.0,27700.0,37500.0,32600.0,30100.0,19700.0,15900.0,17400.0,14900.0,12500.0,11900.0,11200.0,6600.0,5600.0,6400.0,7500.0,8400.0,12761.0,10667.0,13154.0,8987.0,8254.0,10227.0,16045.0,16936.0,18005.0,16851.0,61789.0,68014.2763449768,65631.5070737067,59182.0,61512.4529493388,61474.0,53971.0,53696.0,75594.726523888,68734.0,51519.349,74453.146,,
Nicaragua,NIC,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,4400.0,4700.0,5000.0,10100.0,10100.0,10500.0,9800.0,5900.0,5900.0,5900.0,4200.0,3600.0,1800.0,1900.0,2200.0,2300.0,2000.0,2000.0,2000.0,3600.0,3900.0,3900.0,4200.0,600.0,700.0,800.0,800.0,800.0,800.0,500.0,452.0,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,NLD,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,84200.0,84800.0,85900.0,87500.0,88700.0,85100.0,85300.0,89100.0,93300.0,93100.0,93800.0,91700.0,97000.0,96000.0,94600.0,98700.0,102600.0,118100.0,121700.0,122200.0,115000.0,130500.0,173200.0,189800.0,176800.0,203100.0,206000.0,185700.0,188200.0,224400.0,229386.0,222539.0,250114.0,248246.0,254647.0,241084.0,250811.0,259827.0,262848.0,291713.0,268542.005768021,293885.839797724,307221.0,312910.0,304795.0,309089.0,334240.0,342097.0,330963.296,361156.0,170981.388,206208.068,,
Norway,NOR,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,83600.0,96500.0,110700.0,120900.0,126900.0,137700.0,141700.0,149700.0,150000.0,167800.0,171100.0,158800.0,161100.0,169400.0,177100.0,190500.0,229900.0,233300.0,222600.0,221400.0,233500.0,228000.0,253700.0,249800.0,259200.0,266500.0,279500.0,301500.0,305100.0,334500.0,320753.0,306511.0,270045.0,248403.0,254045.0,,,,,,,,,,,,,,,,,,,
Nepal,NPL,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,11800.0,11500.0,11400.0,12000.0,12000.0,11800.0,12200.0,12300.0,12900.0,16800.0,17600.0,17000.0,16900.0,16600.0,19500.0,20300.0,20300.0,16600.0,24000.0,25800.0,25800.0,23000.0,22300.0,21800.0,25900.0,27200.0,28400.0,28400.0,28600.0,12000.0,12130.0,12306.0,4324.0,4912.0,5846.0,6255.0,6920.0,6918.0,6952.0,6804.0,45990.0,44126.0,34745.0,30612.0,19560.0,19395.0,24063.0,58880.0,97598.0,27035.0,35894.0,28642.0,,
Nauru,NRU,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998.0,342.0,399.0,116.0,96.0,612.0,707.0,862.0,842.0,1023.0,1351.0,335.0,255.0,,
New Zealand,NZL,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,83600.0,86600.0,90600.0,96900.0,103700.0,103400.0,98100.0,89100.0,90200.0,91500.0,87700.0,78000.0,75000.0,78600.0,90500.0,96200.0,93100.0,98700.0,111500.0,126500.0,128300.0,109200.0,122900.0,123600.0,125800.0,127600.0,187400.0,256800.0,236100.0,227500.0,240046.0,266139.0,242720.0,247388.0,196657.0,209469.0,220990.0,219243.0,220375.0,217178.0,207872.0,206937.0,203388.0,203520.0,189722.0,186209.0,181125.0,184762.0,187851.0,192514.0,123038.32,135902.983,,
OECD members,OED,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,8147600.0,8263700.0,8254700.0,8409000.0,7796100.0,7633500.0,7824900.0,8158300.0,8367500.0,8666100.0,8640600.0,8176300.0,8193100.0,8508000.0,8971400.0,9443800.0,10152300.0,10633200.0,11155300.0,11302500.0,11832500.0,11517500.0,11936900.0,12024600.0,13152600.0,13849900.0,14663400.0,15188600.0,15371000.0,16409600.0,17624505.0,17392600.0,16063702.0,16602403.0,18407015.0,18709113.0,18809257.0,19348839.0,18688257.0,18650104.0,20927396.7916363,21094558.1292468,20984277.3818976,21039809.2984916,21081416.3676493,21455548.0,22020267.0,22182317.92,22460256.7870813,22822190.733,11609007.87,14702405.542,,
Oman,OMN,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,4700.0,5400.0,6200.0,6300.0,7200.0,8300.0,9500.0,10000.0,8700.0,9500.0,10100.0,10500.0,9600.0,10200.0,10800.0,11400.0,12300.0,11400.0,14400.0,16200.0,18800.0,15700.0,17900.0,17500.0,16300.0,22200.0,22322.0,23213.0,23168.0,27751.0,31871.0,,,,,25542.0,32850.0,35560.0,39638.0,46816.0,47126.0,56544.0,61956.0,71293.0,76672.0,79436.0,19013.0,18219.0,,
Other small states,OSS,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,106600.0,108600.0,111900.0,120400.0,128300.0,126600.0,136200.0,148200.0,153600.0,158900.0,171600.0,177400.0,180500.000976563,,,,,,,,,,,304617.026412691,319463.077888503,358016.442302092,356192.0,,427339.0,472428.0,,463611.302591099,439983.0,,,,
Pakistan,PAK,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,44300.0,34000.0,23600.0,24300.0,26700.0,32000.0,37300.0,39900.0,43100.0,45000.0,45300.0,40600.0,41200.0,43800.0,45100.0,48200.0,52000.0,53800.0,60700.0,62500.0,66100.0,65700.0,69700.0,70300.0,69200.0,69400.0,70000.0,73300.0,68600.0,74400.0,63956.0,52616.0,41917.0,44731.0,50309.0,48905.0,51296.0,51029.0,52165.0,50939.0,64932.0,72695.0,72232.0,61820.0,57956.0,65749.0,70005.0,51019.0,48542.0,49749.0,27903.88,36260.96,,
Panama,PAN,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,16000.0,16400.0,16700.0,11500.0,11500.0,9300.0,10900.0,11700.0,10600.0,11300.0,8700.0,6500.0,9700.0,6800.0,6800.0,6900.0,7000.0,7000.0,7200.0,6900.0,5400.0,5500.0,7500.0,9500.0,10700.0,16400.0,16600.0,17800.0,21700.0,21200.0,25225.0,24867.0,21883.0,25702.0,27434.0,30392.0,33003.0,40645.0,46292.0,66236.0,73316.7503951154,79391.0,82753.0,135428.0,132689.724774874,137955.0,143126.0,112742.0,111583.0,110042.0,32578.0,71789.0,,
Peru,PER,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,16500.0,11800.0,15300.0,15300.0,28900.0,29300.0,30900.0,31200.0,30300.0,29900.0,32100.0,31700.0,32200.0,32400.0,29900.0,28800.0,32100.0,35600.0,33600.0,26000.0,22100.0,21500.0,21200.0,25000.0,30600.0,37300.0,35200.0,43200.0,44800.0,37300.0,29387.0,44487.0,37482.0,36947.0,46917.0,60819.0,56072.0,61958.0,67840.0,65885.0,84408.1153236815,100131.0,106167.0,115817.396352206,117800.0,129786.0,129880.0,130792.0,141025.363,141311.0,42395.999,70558.0,,
Philippines,PHL,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,95100.0,69000.0,65300.0,66900.0,62700.0,67800.0,70000.0,63400.0,58000.0,61700.0,48900.0,48300.0,51100.0,56800.0,57000.0,57700.0,62900.0,67400.0,71200.0,74200.0,70100.0,63200.0,65100.0,60800.0,61600.0,64000.0,64700.0,65500.0,61800.0,40300.0,44547.0,60511.0,57193.0,56235.0,56647.0,58944.0,61712.0,65212.0,72333.0,87028.0,205318.0,225789.683645565,241698.559028508,200532.0,287460.0,325859.0,345482.0,273159.0,292450.0,320569.0,88024.0,71556.0,,
Palau,PLW,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,18800.0,18900.0,18100.0,20400.0,20300.0,19200.0,19100.0,19400.0,18300.0,55400.0,53900.0,57300.0,64700.0,69500.0,71400.0,62400.0,56700.0,53200.0,24700.0,57800.0,26800.0,26800.0,29300.0,29600.0,27100.0,27512.0,29826.0,31147.0,17704.0,18712.0,19606.0,21935.0,21700.0,21751.0,21450.0,32741.0,36364.3197806363,37309.857693979,30012.0,34068.0,51680.0,48892.0,53696.0,41173.0,54328.0,36664.0,34007.0,,
Poland,POL,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,29500.0,29400.0,32100.0,35200.0,30800.0,36900.0,38200.0,41000.0,41500.0,42700.0,42700.0,34100.0,16400.0,25800.0,28800.0,28400.0,30700.0,30200.0,28900.0,31500.0,28600.0,19600.0,22400.0,27600.0,30500.0,32100.0,35900.0,38300.0,38400.0,43800.0,52371.0,71799.0,69842.0,73137.0,77690.0,78992.0,83451.0,89289.0,90031.0,83053.0,82630.0,82052.0,81194.0,83336.0,77094.0,68326.0,84075.0,106424.0,123903.0,131419.0,48381.0,60781.0,,
Pre-demographic dividend,PRE,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,142500.0,144200.0,139200.0,140600.0,137800.0,171200.0,192600.0,182200.0,195900.0,211400.0,217900.0,216700.0,194700.0,205800.0,194500.0,194600.0,177600.0,172100.0,165000.0,151800.0,148400.0,131500.0,122600.0,122400.0,127000.0,114800.0,117300.0,121400.0,120000.0,128400.0,134784.0,121438.0,,,,,,,,,304105.790601217,338788.542699401,335276.118428977,368447.772,355316.603990131,376858.0,353162.0,404599.38,474721.211146022,486296.09,192897.4234,291021.164,,
Puerto Rico,PRI,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",PRK,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,7600.0,9100.0,,,,,,4900.0,4900.0,5500.0,5700.0,5600.0,5600.0,5400.0,5400.0,5500.0,5400.0,5500.0,5800.0,5800.0,5800.0,5800.0,6100.0,6100.0,6100.0,6400.0,6400.0,6900.0,1000.0,1300.0,1332.0,1305.0,1396.0,1354.0,1652.0,1768.0,1839.0,1949.0,1986.0,1865.0,725.0,732.0,890.0,3576.0,498.340248962656,483.0,522.0,460.0,472.0,526.0,44.0,9.328,,
Portugal,PRT,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,47600.0,53500.0,58100.0,65100.0,66400.0,32800.0,28200.0,29200.0,30800.0,31400.0,33500.0,34100.0,35100.0,35300.0,33900.0,31000.0,31700.0,34600.0,39500.0,40300.0,45000.0,47000.0,59900.0,63300.0,65900.0,71600.0,80500.0,94700.0,97600.0,117200.0,112462.0,96049.0,112324.0,117404.0,127025.0,148604.0,119668.0,138093.0,159135.0,123551.0,111961.407853906,129004.0,131870.0,158096.0,157702.0,160003.0,154448.0,170444.0,182753.0,186711.0,73742.363,97777.0,,
Paraguay,PRY,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,4400.0,4500.0,4100.0,4100.0,4100.0,4100.0,4200.0,5700.0,5800.0,5900.0,6300.0,5900.0,5900.0,6000.0,6400.0,6600.0,7300.0,7800.0,6400.0,6200.0,6100.0,7300.0,7400.0,13600.0,6800.0,900.0,10200.0,4200.0,4400.0,8000.0,7556.0,8173.0,8497.0,8557.0,9104.0,10059.0,9807.0,10351.0,10522.0,9758.0,6459.0,6873.73284970825,6594.0,6408.0,5496.0,4116.0,3864.0,3454.0,10160.0,8090.0,1747.0,1917.0,,
West Bank and Gaza,PSE,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific island small states,PSS,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,,,,,,,,,,,,,32500.0,32200.0,35000.0,32300.0,33100.0,35900.0,45500.0,45600.0,45400.0,45400.0,51700.0,44600.0,52800.0,60700.0,65400.0,111300.0,121400.0,89300.0,87674.0,95413.0,72759.0,67062.0,69538.0,70306.0,78717.0,77907.0,78100.0,78761.0,51069.0,36808.2522848901,34691.9841711748,35340.0,51276.0,55485.0,58321.0,62670.0,65342.0,64745.0,34128.644,26870.421,,
Post-demographic dividend,PST,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,,,,,,,,,,,7862000.0,7996500.0,7982800.0,8109600.0,7522800.0,7372300.0,7562100.0,7898000.0,8100600.0,8387000.0,8328300.0,7901900.0,7878500.0,8142800.0,8615800.0,9092400.0,9831200.0,10310800.0,10835900.0,10937400.0,11438000.0,11229100.0,11615900.0,11684200.0,12761400.0,13485000.0,14270600.0,14686400.0,14791900.0,15678400.0,16933507.0,16714073.0,15385330.0,15869640.0,17597666.0,17822494.0,17855201.0,18271239.0,17590453.0,17494249.0,19410119.832211,19559119.9777659,19344793.670384,19289671.0638634,19202136.9872495,19396035.0,19781310.0,19856333.92,20014360.9057636,20337590.6481284,10438219.906,12898826.452,,
